@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}
@attribute outputs-3 {0,1,2,3,4,5}

@data
6057,'2024/12/09 03:11:43:495',6,-1716,807,15677,-5069,1475,-728,?,1,?
6058,'2024/12/09 03:11:43:513',6,-1889,-423,15337,-14195,994,-739,?,1,?
6059,'2024/12/09 03:11:43:532',6,-1889,-423,15337,-14195,994,-739,?,1,?
6060,'2024/12/09 03:11:43:548',6,-1889,-423,15337,-14195,994,-739,?,1,?
6061,'2024/12/09 03:11:43:567',6,-1889,-423,15337,-14195,994,-739,?,1,?
6062,'2024/12/09 03:11:43:587',6,-1676,-4955,16063,-21169,-6991,-139,?,1,?
6063,'2024/12/09 03:11:43:606',6,-1676,-4955,16063,-21169,-6991,-139,?,1,?
6064,'2024/12/09 03:11:43:624',6,-1237,-8949,14666,-25354,247,732,?,1,?
6065,'2024/12/09 03:11:43:642',6,-1237,-8949,14666,-25354,247,732,?,1,?
6066,'2024/12/09 03:11:43:661',6,-1237,-8949,14666,-25354,247,732,?,1,?
6067,'2024/12/09 03:11:43:680',6,1212,-11800,15488,-21526,809,376,?,1,?
6068,'2024/12/09 03:11:43:696',6,1212,-11800,15488,-21526,809,376,?,1,?
6069,'2024/12/09 03:11:43:715',6,1212,-11800,15488,-21526,809,376,?,1,?
6070,'2024/12/09 03:11:43:734',6,839,-13586,11464,-18488,8173,1083,?,1,?
6071,'2024/12/09 03:11:43:752',6,839,-13586,11464,-18488,8173,1083,?,1,?
6072,'2024/12/09 03:11:43:771',6,839,-13586,11464,-18488,8173,1083,?,1,?
6073,'2024/12/09 03:11:43:790',6,-227,-12971,11800,-12229,2804,-2006,?,1,?
6074,'2024/12/09 03:11:43:807',6,-227,-12971,11800,-12229,2804,-2006,?,1,?
6075,'2024/12/09 03:11:43:825',6,-227,-12971,11800,-12229,2804,-2006,?,1,?
6076,'2024/12/09 03:11:43:845',6,-2153,-13232,9269,-8537,4764,1277,?,1,?
6077,'2024/12/09 03:11:43:865',6,-2153,-13232,9269,-8537,4764,1277,?,1,?
6078,'2024/12/09 03:11:43:881',6,-2153,-13232,9269,-8537,4764,1277,?,1,?
6079,'2024/12/09 03:11:43:898',6,-2034,-13852,6165,-5992,2924,1381,?,1,?
6080,'2024/12/09 03:11:43:915',6,-2034,-13852,6165,-5992,2924,1381,?,1,?
6081,'2024/12/09 03:11:43:934',6,-2034,-13852,6165,-5992,2924,1381,?,1,?
6082,'2024/12/09 03:11:43:953',6,-1300,-13720,8157,-5841,1367,372,?,1,?
6083,'2024/12/09 03:11:43:971',6,-1300,-13720,8157,-5841,1367,372,?,1,?
6084,'2024/12/09 03:11:43:989',6,-1300,-13720,8157,-5841,1367,372,?,1,?
6085,'2024/12/09 03:11:44:008',6,-2264,-13864,5510,-4509,1989,768,?,1,?
6086,'2024/12/09 03:11:44:025',6,-2264,-13864,5510,-4509,1989,768,?,1,?
6087,'2024/12/09 03:11:44:043',6,-2264,-13864,5510,-4509,1989,768,?,1,?
6088,'2024/12/09 03:11:44:062',6,-1345,-14782,7117,-3903,2877,757,?,1,?
6089,'2024/12/09 03:11:44:078',6,-1345,-14782,7117,-3903,2877,757,?,1,?
6090,'2024/12/09 03:11:44:096',6,-1345,-14782,7117,-3903,2877,757,?,1,?
6091,'2024/12/09 03:11:44:115',6,-2443,-15432,6062,-2489,2891,977,?,1,?
6092,'2024/12/09 03:11:44:133',6,-2443,-15432,6062,-2489,2891,977,?,1,?
6093,'2024/12/09 03:11:44:148',6,-2443,-15432,6062,-2489,2891,977,?,1,?
6094,'2024/12/09 03:11:44:168',6,-2192,-15179,5930,-2461,3129,1286,?,1,?
6095,'2024/12/09 03:11:44:188',6,-2192,-15179,5930,-2461,3129,1286,?,1,?
6096,'2024/12/09 03:11:44:207',6,-2192,-15179,5930,-2461,3129,1286,?,1,?
6097,'2024/12/09 03:11:44:225',6,-2087,-15827,6595,-1711,3498,815,?,1,?
6098,'2024/12/09 03:11:44:242',6,-2087,-15827,6595,-1711,3498,815,?,1,?
6099,'2024/12/09 03:11:44:262',6,-2087,-15827,6595,-1711,3498,815,?,1,?
6100,'2024/12/09 03:11:44:280',6,-2454,-14634,6770,-1649,2524,193,?,1,?
6101,'2024/12/09 03:11:44:299',6,-2454,-14634,6770,-1649,2524,193,?,1,?
6102,'2024/12/09 03:11:44:314',6,-2454,-14634,6770,-1649,2524,193,?,1,?
6103,'2024/12/09 03:11:44:332',6,-3841,-15162,4537,-1417,2804,407,?,1,?
6104,'2024/12/09 03:11:44:350',6,-3841,-15162,4537,-1417,2804,407,?,1,?
6105,'2024/12/09 03:11:44:370',6,-3841,-15162,4537,-1417,2804,407,?,1,?
6106,'2024/12/09 03:11:44:389',6,-3164,-15392,6696,-1775,2999,353,?,1,?
6107,'2024/12/09 03:11:44:407',6,-3164,-15392,6696,-1775,2999,353,?,1,?
6108,'2024/12/09 03:11:44:424',6,-3164,-15392,6696,-1775,2999,353,?,1,?
6109,'2024/12/09 03:11:44:441',6,-3484,-15201,5990,1100,1624,46,?,1,?
6110,'2024/12/09 03:11:44:460',6,-3484,-15201,5990,1100,1624,46,?,1,?
6111,'2024/12/09 03:11:44:479',6,-3484,-15201,5990,1100,1624,46,?,1,?
6112,'2024/12/09 03:11:44:498',6,-3255,-15305,6418,3891,2433,554,?,1,?
6113,'2024/12/09 03:11:44:518',6,-3255,-15305,6418,3891,2433,554,?,1,?
6114,'2024/12/09 03:11:44:536',6,-3255,-15305,6418,3891,2433,554,?,1,?
6115,'2024/12/09 03:11:44:555',6,-2918,-15674,10938,13521,32,1622,?,1,?
6116,'2024/12/09 03:11:44:573',6,-2918,-15674,10938,13521,32,1622,?,1,?
6117,'2024/12/09 03:11:44:591',6,-2918,-15674,10938,13521,32,1622,?,1,?
6118,'2024/12/09 03:11:44:610',6,-605,-13841,13407,23642,-217,1730,?,1,?
6119,'2024/12/09 03:11:44:628',6,-605,-13841,13407,23642,-217,1730,?,1,?
6120,'2024/12/09 03:11:44:645',6,-605,-13841,13407,23642,-217,1730,?,1,?
6121,'2024/12/09 03:11:44:663',6,-7460,-18043,14283,32766,-13125,1112,?,1,?
6122,'2024/12/09 03:11:44:682',6,-7460,-18043,14283,32766,-13125,1112,?,1,?
6123,'2024/12/09 03:11:44:702',6,-7460,-18043,14283,32766,-13125,1112,?,1,?
6124,'2024/12/09 03:11:44:721',6,-865,-8215,10121,32766,1249,954,?,1,?
6125,'2024/12/09 03:11:44:740',6,-865,-8215,10121,32766,1249,954,?,1,?
6126,'2024/12/09 03:11:44:756',6,-865,-8215,10121,32766,1249,954,?,1,?
6127,'2024/12/09 03:11:44:774',6,-4977,-6325,18625,32766,-3585,-3380,?,1,?
6128,'2024/12/09 03:11:44:792',6,-4977,-6325,18625,32766,-3585,-3380,?,1,?
6129,'2024/12/09 03:11:44:811',6,-4977,-6325,18625,32766,-3585,-3380,?,1,?
6130,'2024/12/09 03:11:44:829',6,-2057,5415,13967,25784,-1446,-1005,?,1,?
6131,'2024/12/09 03:11:44:847',6,-2057,5415,13967,25784,-1446,-1005,?,1,?
6132,'2024/12/09 03:11:44:863',6,-2057,5415,13967,25784,-1446,-1005,?,1,?
6133,'2024/12/09 03:11:44:881',6,-1135,7242,18132,18019,-2436,-891,?,1,?
6134,'2024/12/09 03:11:44:900',6,-1135,7242,18132,18019,-2436,-891,?,1,?
6135,'2024/12/09 03:11:44:918',6,-1135,7242,18132,18019,-2436,-891,?,1,?
6136,'2024/12/09 03:11:44:936',6,-1055,9331,12583,13720,2842,-1643,?,1,?
6137,'2024/12/09 03:11:44:955',6,-1055,9331,12583,13720,2842,-1643,?,1,?
6138,'2024/12/09 03:11:44:973',6,-1055,9331,12583,13720,2842,-1643,?,1,?
6139,'2024/12/09 03:11:44:990',6,-887,10237,13665,9616,-4445,-644,?,1,?
6140,'2024/12/09 03:11:45:007',6,-887,10237,13665,9616,-4445,-644,?,1,?
6141,'2024/12/09 03:11:45:025',6,-887,10237,13665,9616,-4445,-644,?,1,?
6142,'2024/12/09 03:11:45:041',6,-407,11158,12914,9417,-986,-1824,?,1,?
6143,'2024/12/09 03:11:45:060',6,-407,11158,12914,9417,-986,-1824,?,1,?
6144,'2024/12/09 03:11:45:077',6,-407,11158,12914,9417,-986,-1824,?,1,?
6145,'2024/12/09 03:11:45:095',6,-876,12109,10143,6895,-2219,-465,?,1,?
6146,'2024/12/09 03:11:45:112',6,-876,12109,10143,6895,-2219,-465,?,1,?
6147,'2024/12/09 03:11:45:131',6,-876,12109,10143,6895,-2219,-465,?,1,?
6148,'2024/12/09 03:11:45:151',6,-88,12286,10170,5854,-509,9,?,1,?
6149,'2024/12/09 03:11:45:170',6,-88,12286,10170,5854,-509,9,?,1,?
6150,'2024/12/09 03:11:45:189',6,-88,12286,10170,5854,-509,9,?,1,?
6151,'2024/12/09 03:11:45:207',6,-316,12903,10337,5439,-2143,906,?,1,?
6152,'2024/12/09 03:11:45:224',6,-316,12903,10337,5439,-2143,906,?,1,?
6153,'2024/12/09 03:11:45:240',6,-316,12903,10337,5439,-2143,906,?,1,?
6154,'2024/12/09 03:11:45:258',6,297,13519,8943,4962,-2056,2007,?,1,?
6155,'2024/12/09 03:11:45:277',6,297,13519,8943,4962,-2056,2007,?,1,?
6156,'2024/12/09 03:11:45:295',6,297,13519,8943,4962,-2056,2007,?,1,?
6157,'2024/12/09 03:11:45:315',6,1375,13639,8818,4434,-2063,2865,?,1,?
6158,'2024/12/09 03:11:45:333',6,1375,13639,8818,4434,-2063,2865,?,1,?
6159,'2024/12/09 03:11:45:352',6,1375,13639,8818,4434,-2063,2865,?,1,?
6160,'2024/12/09 03:11:45:369',6,2677,13530,7707,3803,-769,1081,?,1,?
6161,'2024/12/09 03:11:45:385',6,2677,13530,7707,3803,-769,1081,?,1,?
6162,'2024/12/09 03:11:45:403',6,2677,13530,7707,3803,-769,1081,?,1,?
6163,'2024/12/09 03:11:45:423',6,3169,14114,6391,4119,-748,557,?,1,?
6164,'2024/12/09 03:11:45:441',6,3169,14114,6391,4119,-748,557,?,1,?
6165,'2024/12/09 03:11:45:457',6,3169,14114,6391,4119,-748,557,?,1,?
6166,'2024/12/09 03:11:45:474',6,2529,14282,6558,3032,262,-616,?,1,?
6167,'2024/12/09 03:11:45:493',6,2529,14282,6558,3032,262,-616,?,1,?
6168,'2024/12/09 03:11:45:512',6,2529,14282,6558,3032,262,-616,?,1,?
6169,'2024/12/09 03:11:45:530',6,2838,14273,5837,1917,-526,-755,?,1,?
6170,'2024/12/09 03:11:45:549',6,2838,14273,5837,1917,-526,-755,?,1,?
6171,'2024/12/09 03:11:45:568',6,2838,14273,5837,1917,-526,-755,?,1,?
6172,'2024/12/09 03:11:45:587',6,2333,14845,4972,2315,195,-937,?,1,?
6173,'2024/12/09 03:11:45:606',6,2333,14845,4972,2315,195,-937,?,1,?
6174,'2024/12/09 03:11:45:624',6,2333,14845,4972,2315,195,-937,?,1,?
6175,'2024/12/09 03:11:45:642',6,2457,14865,4994,2184,436,-1354,?,1,?
6176,'2024/12/09 03:11:45:659',6,2457,14865,4994,2184,436,-1354,?,1,?
6177,'2024/12/09 03:11:45:675',6,2457,14865,4994,2184,436,-1354,?,1,?
6178,'2024/12/09 03:11:45:695',6,1974,14918,3892,895,636,-1657,?,1,?
6179,'2024/12/09 03:11:45:711',6,1974,14918,3892,895,636,-1657,?,1,?
6180,'2024/12/09 03:11:45:730',6,1974,14918,3892,895,636,-1657,?,1,?
6181,'2024/12/09 03:11:45:751',6,1835,14963,4433,545,749,-1142,?,1,?
6182,'2024/12/09 03:11:45:769',6,1835,14963,4433,545,749,-1142,?,1,?
6183,'2024/12/09 03:11:45:788',6,1835,14963,4433,545,749,-1142,?,1,?
6184,'2024/12/09 03:11:45:804',6,1542,14883,5411,-137,930,-1487,?,1,?
6185,'2024/12/09 03:11:45:825',6,1542,14883,5411,-137,930,-1487,?,1,?
6186,'2024/12/09 03:11:45:843',6,1542,14883,5411,-137,930,-1487,?,1,?
6187,'2024/12/09 03:11:45:863',6,1512,15033,4330,-845,1058,-1256,?,1,?
6188,'2024/12/09 03:11:45:881',6,1512,15033,4330,-845,1058,-1256,?,1,?
6189,'2024/12/09 03:11:45:898',6,1512,15033,4330,-845,1058,-1256,?,1,?
6190,'2024/12/09 03:11:45:916',6,1221,15227,4728,-909,1415,-915,?,1,?
6191,'2024/12/09 03:11:45:932',6,1221,15227,4728,-909,1415,-915,?,1,?
6192,'2024/12/09 03:11:45:950',6,1221,15227,4728,-909,1415,-915,?,1,?
6193,'2024/12/09 03:11:45:968',6,1419,15130,4298,-717,1230,-1150,?,1,?
6194,'2024/12/09 03:11:45:987',6,1419,15130,4298,-717,1230,-1150,?,1,?
6195,'2024/12/09 03:11:46:006',6,1419,15130,4298,-717,1230,-1150,?,1,?
6196,'2024/12/09 03:11:46:023',6,1041,15230,4713,-585,1868,-1306,?,1,?
6197,'2024/12/09 03:11:46:041',6,1041,15230,4713,-585,1868,-1306,?,1,?
6198,'2024/12/09 03:11:46:059',6,1041,15230,4713,-585,1868,-1306,?,1,?
6199,'2024/12/09 03:11:46:077',6,777,15175,4703,-1166,1591,-802,?,1,?
6200,'2024/12/09 03:11:46:096',6,777,15175,4703,-1166,1591,-802,?,1,?
6201,'2024/12/09 03:11:46:113',6,777,15175,4703,-1166,1591,-802,?,1,?
6202,'2024/12/09 03:11:46:131',6,862,15297,3617,-2480,2289,-1044,?,1,?
6203,'2024/12/09 03:11:46:148',6,862,15297,3617,-2480,2289,-1044,?,1,?
6204,'2024/12/09 03:11:46:167',6,862,15297,3617,-2480,2289,-1044,?,1,?
6205,'2024/12/09 03:11:46:187',6,525,16185,-3726,-8690,5254,-1157,?,1,?
6206,'2024/12/09 03:11:46:206',6,525,16185,-3726,-8690,5254,-1157,?,1,?
6207,'2024/12/09 03:11:46:224',6,525,16185,-3726,-8690,5254,-1157,?,1,?
6208,'2024/12/09 03:11:46:242',6,-1243,14997,-6288,-27186,8167,-1282,?,1,?
6209,'2024/12/09 03:11:46:261',6,-1243,14997,-6288,-27186,8167,-1282,?,1,?
6210,'2024/12/09 03:11:46:279',6,-1243,14997,-6288,-27186,8167,-1282,?,1,?
6211,'2024/12/09 03:11:46:296',6,-8309,6141,1343,-32766,15808,1195,?,1,?
6212,'2024/12/09 03:11:46:313',6,-8309,6141,1343,-32766,15808,1195,?,1,?
6213,'2024/12/09 03:11:46:332',6,-8309,6141,1343,-32766,15808,1195,?,1,?
6214,'2024/12/09 03:11:46:352',6,-2382,-653,24129,-32766,-4587,6566,?,1,?
6215,'2024/12/09 03:11:46:371',6,-2382,-653,24129,-32766,-4587,6566,?,1,?
6216,'2024/12/09 03:11:46:391',6,-2382,-653,24129,-32766,-4587,6566,?,1,?
6217,'2024/12/09 03:11:46:408',6,858,-3867,19045,-31754,12610,6324,?,1,?
6218,'2024/12/09 03:11:46:428',6,858,-3867,19045,-31754,12610,6324,?,1,?
6219,'2024/12/09 03:11:46:445',6,858,-3867,19045,-31754,12610,6324,?,1,?
6220,'2024/12/09 03:11:46:463',6,1521,-4957,22620,-21559,7829,-175,?,1,?
6221,'2024/12/09 03:11:46:480',6,1521,-4957,22620,-21559,7829,-175,?,1,?
6222,'2024/12/09 03:11:46:499',6,1521,-4957,22620,-21559,7829,-175,?,1,?
6223,'2024/12/09 03:11:46:516',6,-3984,-8069,13080,-18587,6885,104,?,1,?
6224,'2024/12/09 03:11:46:536',6,-3984,-8069,13080,-18587,6885,104,?,1,?
6225,'2024/12/09 03:11:46:556',6,-3984,-8069,13080,-18587,6885,104,?,1,?
6226,'2024/12/09 03:11:46:574',6,405,-6950,19590,-12000,4107,-2077,?,1,?
6227,'2024/12/09 03:11:46:591',6,405,-6950,19590,-12000,4107,-2077,?,1,?
6228,'2024/12/09 03:11:46:609',6,405,-6950,19590,-12000,4107,-2077,?,1,?
6229,'2024/12/09 03:11:46:628',6,-7561,-8888,12287,-10663,2292,-604,?,1,?
6230,'2024/12/09 03:11:46:647',6,-7561,-8888,12287,-10663,2292,-604,?,1,?
6231,'2024/12/09 03:11:46:666',6,-7561,-8888,12287,-10663,2292,-604,?,1,?
6232,'2024/12/09 03:11:46:681',6,-2946,-8473,18024,-4174,2156,1208,?,1,?
6233,'2024/12/09 03:11:46:698',6,-2946,-8473,18024,-4174,2156,1208,?,1,?
6234,'2024/12/09 03:11:46:714',6,-2946,-8473,18024,-4174,2156,1208,?,1,?
6235,'2024/12/09 03:11:46:731',6,-4749,-10956,11320,-4463,2723,1438,?,1,?
6236,'2024/12/09 03:11:46:748',6,-4749,-10956,11320,-4463,2723,1438,?,1,?
6237,'2024/12/09 03:11:46:767',6,-4749,-10956,11320,-4463,2723,1438,?,1,?
6238,'2024/12/09 03:11:46:786',6,-2355,-8967,13563,-3458,1826,-132,?,1,?
6239,'2024/12/09 03:11:46:803',6,-2355,-8967,13563,-3458,1826,-132,?,1,?
6240,'2024/12/09 03:11:46:820',6,-2355,-8967,13563,-3458,1826,-132,?,1,?
6241,'2024/12/09 03:11:46:839',6,-5138,-10534,10962,-4907,4173,321,?,1,?
6242,'2024/12/09 03:11:46:860',6,-5138,-10534,10962,-4907,4173,321,?,1,?
6243,'2024/12/09 03:11:46:878',6,-5138,-10534,10962,-4907,4173,321,?,1,?
6244,'2024/12/09 03:11:46:896',6,-3088,-9503,12865,-4890,2902,-874,?,1,?
6245,'2024/12/09 03:11:46:915',6,-3088,-9503,12865,-4890,2902,-874,?,1,?
6246,'2024/12/09 03:11:46:935',6,-3088,-9503,12865,-4890,2902,-874,?,1,?
6247,'2024/12/09 03:11:46:953',6,-5951,-9776,10929,-5815,2235,-915,?,1,?
6248,'2024/12/09 03:11:46:972',6,-5951,-9776,10929,-5815,2235,-915,?,1,?
6249,'2024/12/09 03:11:46:990',6,-5951,-9776,10929,-5815,2235,-915,?,1,?
6250,'2024/12/09 03:11:47:006',6,-4912,-10323,12054,-4854,1392,-647,?,1,?
6251,'2024/12/09 03:11:47:024',6,-4912,-10323,12054,-4854,1392,-647,?,1,?
6252,'2024/12/09 03:11:47:041',6,-4912,-10323,12054,-4854,1392,-647,?,1,?
6253,'2024/12/09 03:11:47:061',6,-4790,-11607,11954,-6893,-1287,-2144,?,1,?
6254,'2024/12/09 03:11:47:078',6,-4790,-11607,11954,-6893,-1287,-2144,?,1,?
6255,'2024/12/09 03:11:47:094',6,-4790,-11607,11954,-6893,-1287,-2144,?,1,?
6256,'2024/12/09 03:11:47:113',6,-3988,-11584,9296,-6550,-2799,-3111,?,1,?
6257,'2024/12/09 03:11:47:131',6,-3988,-11584,9296,-6550,-2799,-3111,?,1,?
6258,'2024/12/09 03:11:47:150',6,-3988,-11584,9296,-6550,-2799,-3111,?,1,?
6259,'2024/12/09 03:11:47:169',6,-4008,-12320,10944,-8092,-2627,-2918,?,1,?
6260,'2024/12/09 03:11:47:187',6,-4008,-12320,10944,-8092,-2627,-2918,?,1,?
6261,'2024/12/09 03:11:47:207',6,-4008,-12320,10944,-8092,-2627,-2918,?,1,?
6262,'2024/12/09 03:11:47:225',6,-2448,-13458,11019,-6559,-1672,-1977,?,1,?
6263,'2024/12/09 03:11:47:245',6,-2448,-13458,11019,-6559,-1672,-1977,?,1,?
6264,'2024/12/09 03:11:47:262',6,-2448,-13458,11019,-6559,-1672,-1977,?,1,?
6265,'2024/12/09 03:11:47:279',6,-2244,-13866,9926,-5223,-2126,-2041,?,1,?
6266,'2024/12/09 03:11:47:297',6,-2244,-13866,9926,-5223,-2126,-2041,?,1,?
6267,'2024/12/09 03:11:47:316',6,-2244,-13866,9926,-5223,-2126,-2041,?,1,?
6268,'2024/12/09 03:11:47:334',6,-1366,-13555,9635,-3264,-1414,-1137,?,1,?
6269,'2024/12/09 03:11:47:351',6,-1366,-13555,9635,-3264,-1414,-1137,?,1,?
6270,'2024/12/09 03:11:47:370',6,-1366,-13555,9635,-3264,-1414,-1137,?,1,?
6271,'2024/12/09 03:11:47:386',6,-1404,-13538,8088,-3950,-1721,-1256,?,1,?
6272,'2024/12/09 03:11:47:406',6,-1404,-13538,8088,-3950,-1721,-1256,?,1,?
6273,'2024/12/09 03:11:47:423',6,-1404,-13538,8088,-3950,-1721,-1256,?,1,?
6274,'2024/12/09 03:11:47:441',6,-334,-13935,9084,-2900,-1439,-1215,?,1,?
6275,'2024/12/09 03:11:47:458',6,-334,-13935,9084,-2900,-1439,-1215,?,1,?
6276,'2024/12/09 03:11:47:475',6,-334,-13935,9084,-2900,-1439,-1215,?,1,?
6277,'2024/12/09 03:11:47:492',6,-1033,-13998,7369,-2863,-1465,-1402,?,1,?
6278,'2024/12/09 03:11:47:509',6,-1033,-13998,7369,-2863,-1465,-1402,?,1,?
6279,'2024/12/09 03:11:47:527',6,-1033,-13998,7369,-2863,-1465,-1402,?,1,?
6280,'2024/12/09 03:11:47:545',6,-210,-14863,8781,-2940,818,-201,?,1,?
6281,'2024/12/09 03:11:47:563',6,-210,-14863,8781,-2940,818,-201,?,1,?
6282,'2024/12/09 03:11:47:580',6,-210,-14863,8781,-2940,818,-201,?,1,?
6283,'2024/12/09 03:11:47:600',6,-168,-14797,7772,-2082,167,-813,?,1,?
6284,'2024/12/09 03:11:47:618',6,-168,-14797,7772,-2082,167,-813,?,1,?
6285,'2024/12/09 03:11:47:638',6,-168,-14797,7772,-2082,167,-813,?,1,?
6286,'2024/12/09 03:11:47:657',6,301,-14498,8341,-2319,1590,-317,?,1,?
6287,'2024/12/09 03:11:47:676',6,301,-14498,8341,-2319,1590,-317,?,1,?
6288,'2024/12/09 03:11:47:695',6,301,-14498,8341,-2319,1590,-317,?,1,?
6289,'2024/12/09 03:11:47:712',6,-455,-14766,8060,-743,1292,-312,?,1,?
6290,'2024/12/09 03:11:47:729',6,-455,-14766,8060,-743,1292,-312,?,1,?
6291,'2024/12/09 03:11:47:748',6,-455,-14766,8060,-743,1292,-312,?,1,?
6292,'2024/12/09 03:11:47:767',6,-400,-14496,7964,-1221,1576,-48,?,1,?
6293,'2024/12/09 03:11:47:786',6,-400,-14496,7964,-1221,1576,-48,?,1,?
6294,'2024/12/09 03:11:47:805',6,-400,-14496,7964,-1221,1576,-48,?,1,?
6295,'2024/12/09 03:11:47:824',6,-210,-14760,7935,-778,1623,-194,?,1,?
6296,'2024/12/09 03:11:47:842',6,-210,-14760,7935,-778,1623,-194,?,1,?
6297,'2024/12/09 03:11:47:860',6,-210,-14760,7935,-778,1623,-194,?,1,?
6298,'2024/12/09 03:11:47:878',6,1290,-16928,11999,5356,1314,-818,?,1,?
6299,'2024/12/09 03:11:47:898',6,1290,-16928,11999,5356,1314,-818,?,1,?
6300,'2024/12/09 03:11:47:917',6,1290,-16928,11999,5356,1314,-818,?,1,?
6301,'2024/12/09 03:11:47:936',6,-527,-15396,13066,25167,1648,2404,?,1,?
6302,'2024/12/09 03:11:47:956',6,-527,-15396,13066,25167,1648,2404,?,1,?
6303,'2024/12/09 03:11:47:973',6,-527,-15396,13066,25167,1648,2404,?,1,?
6304,'2024/12/09 03:11:47:991',6,-161,-18584,10689,32766,5367,5109,?,1,?
6305,'2024/12/09 03:11:48:009',6,-161,-18584,10689,32766,5367,5109,?,1,?
6306,'2024/12/09 03:11:48:027',6,3882,-17677,11215,32766,525,-1815,?,1,?
6307,'2024/12/09 03:11:48:045',6,3882,-17677,11215,32766,525,-1815,?,1,?
6308,'2024/12/09 03:11:48:064',6,3882,-17677,11215,32766,525,-1815,?,1,?
6309,'2024/12/09 03:11:48:082',6,3882,-17677,11215,32766,525,-1815,?,1,?
6310,'2024/12/09 03:11:48:101',6,-5494,-6340,15179,32766,-16959,-3615,?,1,?
6311,'2024/12/09 03:11:48:119',6,-5494,-6340,15179,32766,-16959,-3615,?,1,?
6312,'2024/12/09 03:11:48:138',6,-5494,-6340,15179,32766,-16959,-3615,?,1,?
6313,'2024/12/09 03:11:48:154',6,-1076,4493,11692,32766,-5224,-12156,?,1,?
6314,'2024/12/09 03:11:48:174',6,-1076,4493,11692,32766,-5224,-12156,?,1,?
6315,'2024/12/09 03:11:48:191',6,-1076,4493,11692,32766,-5224,-12156,?,1,?
6316,'2024/12/09 03:11:48:209',6,-1017,13712,-4380,32393,1508,-7452,?,1,?
6317,'2024/12/09 03:11:48:226',6,-1017,13712,-4380,32393,1508,-7452,?,1,?
6318,'2024/12/09 03:11:48:244',6,-1017,13712,-4380,32393,1508,-7452,?,1,?
6319,'2024/12/09 03:11:48:262',6,-5849,13519,5842,24222,-912,-5262,?,1,?
6320,'2024/12/09 03:11:48:281',6,-5849,13519,5842,24222,-912,-5262,?,1,?
6321,'2024/12/09 03:11:48:301',6,-1667,17228,208,10079,-3135,-2127,?,1,?
6322,'2024/12/09 03:11:48:320',6,-1667,17228,208,10079,-3135,-2127,?,1,?
6323,'2024/12/09 03:11:48:339',6,-1667,17228,208,10079,-3135,-2127,?,1,?
6324,'2024/12/09 03:11:48:359',6,-6150,17359,-1620,10612,3680,-2482,?,1,?
6325,'2024/12/09 03:11:48:378',6,-6150,17359,-1620,10612,3680,-2482,?,1,?
6326,'2024/12/09 03:11:48:399',6,-6150,17359,-1620,10612,3680,-2482,?,1,?
6327,'2024/12/09 03:11:48:418',6,-2035,14637,2620,6994,-3178,2565,?,1,?
6328,'2024/12/09 03:11:48:434',6,-2035,14637,2620,6994,-3178,2565,?,1,?
6329,'2024/12/09 03:11:48:452',6,-2035,14637,2620,6994,-3178,2565,?,1,?
6330,'2024/12/09 03:11:48:469',6,-3078,15199,-3195,4968,362,-609,?,1,?
6331,'2024/12/09 03:11:48:486',6,-3078,15199,-3195,4968,362,-609,?,1,?
6332,'2024/12/09 03:11:48:503',6,-3078,15199,-3195,4968,362,-609,?,1,?
6333,'2024/12/09 03:11:48:519',6,-1250,14634,-1922,4989,-109,1503,?,1,?
6334,'2024/12/09 03:11:48:536',6,-1250,14634,-1922,4989,-109,1503,?,1,?
6335,'2024/12/09 03:11:48:552',6,-1250,14634,-1922,4989,-109,1503,?,1,?
6336,'2024/12/09 03:11:48:571',6,-3016,15221,-1079,188,463,496,?,1,?
6337,'2024/12/09 03:11:48:590',6,-3016,15221,-1079,188,463,496,?,1,?
6338,'2024/12/09 03:11:48:607',6,-3016,15221,-1079,188,463,496,?,1,?
6339,'2024/12/09 03:11:48:625',6,-2109,15713,-2684,1245,1103,1282,?,1,?
6340,'2024/12/09 03:11:48:643',6,-2109,15713,-2684,1245,1103,1282,?,1,?
6341,'2024/12/09 03:11:48:662',6,-2109,15713,-2684,1245,1103,1282,?,1,?
6342,'2024/12/09 03:11:48:683',6,-2788,16212,47,-617,1060,3473,?,1,?
6343,'2024/12/09 03:11:48:700',6,-2788,16212,47,-617,1060,3473,?,1,?
6344,'2024/12/09 03:11:48:719',6,-2788,16212,47,-617,1060,3473,?,1,?
6345,'2024/12/09 03:11:48:737',6,-1791,16769,-1963,-7,311,7362,?,1,?
6346,'2024/12/09 03:11:48:753',6,-1791,16769,-1963,-7,311,7362,?,1,?
6347,'2024/12/09 03:11:48:773',6,-1791,16769,-1963,-7,311,7362,?,1,?
6348,'2024/12/09 03:11:48:789',6,2244,15190,-236,1191,1198,7727,?,1,?
6349,'2024/12/09 03:11:48:807',6,2244,15190,-236,1191,1198,7727,?,1,?
6350,'2024/12/09 03:11:48:825',6,2244,15190,-236,1191,1198,7727,?,1,?
