@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}
@attribute outputs-3 {0,1,2,3,4,5}

@data
5765,'2024/12/09 03:11:14:195',5,-13822,-2380,8993,-386,3158,-2447,1,?,?
5766,'2024/12/09 03:11:14:214',5,-13822,-2380,8993,-386,3158,-2447,1,?,?
5767,'2024/12/09 03:11:14:231',5,-13711,-2846,7860,294,4583,-2162,1,?,?
5768,'2024/12/09 03:11:14:246',5,-13711,-2846,7860,294,4583,-2162,1,?,?
5769,'2024/12/09 03:11:14:266',5,-13711,-2846,7860,294,4583,-2162,1,?,?
5770,'2024/12/09 03:11:14:284',5,-15051,-2729,7997,195,3342,-2187,1,?,?
5771,'2024/12/09 03:11:14:303',5,-15051,-2729,7997,195,3342,-2187,1,?,?
5772,'2024/12/09 03:11:14:321',5,-15051,-2729,7997,195,3342,-2187,1,?,?
5773,'2024/12/09 03:11:14:340',5,-14987,-3412,7407,611,2580,-1814,1,?,?
5774,'2024/12/09 03:11:14:358',5,-14987,-3412,7407,611,2580,-1814,1,?,?
5775,'2024/12/09 03:11:14:377',5,-14987,-3412,7407,611,2580,-1814,1,?,?
5776,'2024/12/09 03:11:14:394',5,-14819,-3435,6938,355,1177,-485,1,?,?
5777,'2024/12/09 03:11:14:414',5,-14819,-3435,6938,355,1177,-485,1,?,?
5778,'2024/12/09 03:11:14:431',5,-14819,-3435,6938,355,1177,-485,1,?,?
5779,'2024/12/09 03:11:14:448',5,-15507,-4102,9298,603,-3876,796,1,?,?
5780,'2024/12/09 03:11:14:468',5,-15507,-4102,9298,603,-3876,796,1,?,?
5781,'2024/12/09 03:11:14:484',5,-15507,-4102,9298,603,-3876,796,1,?,?
5782,'2024/12/09 03:11:14:504',5,-17080,-5117,10808,6676,-12650,2457,1,?,?
5783,'2024/12/09 03:11:14:521',5,-17080,-5117,10808,6676,-12650,2457,1,?,?
5784,'2024/12/09 03:11:14:537',5,-17080,-5117,10808,6676,-12650,2457,1,?,?
5785,'2024/12/09 03:11:14:555',5,-17329,-4167,7612,10209,-20438,10648,1,?,?
5786,'2024/12/09 03:11:14:572',5,-17329,-4167,7612,10209,-20438,10648,1,?,?
5787,'2024/12/09 03:11:14:590',5,-17329,-4167,7612,10209,-20438,10648,1,?,?
5788,'2024/12/09 03:11:14:609',5,-23721,-3574,10409,13195,-32766,18464,1,?,?
5789,'2024/12/09 03:11:14:627',5,-23721,-3574,10409,13195,-32766,18464,1,?,?
5790,'2024/12/09 03:11:14:645',5,-23721,-3574,10409,13195,-32766,18464,1,?,?
5791,'2024/12/09 03:11:14:664',5,-7889,-716,13287,9104,-32766,25809,1,?,?
5792,'2024/12/09 03:11:14:681',5,-7889,-716,13287,9104,-32766,25809,1,?,?
5793,'2024/12/09 03:11:14:697',5,-7889,-716,13287,9104,-32766,25809,1,?,?
5794,'2024/12/09 03:11:14:715',5,-4854,-34,12428,14873,-32766,26136,1,?,?
5795,'2024/12/09 03:11:14:733',5,-4854,-34,12428,14873,-32766,26136,1,?,?
5796,'2024/12/09 03:11:14:751',5,-4854,-34,12428,14873,-32766,26136,1,?,?
5797,'2024/12/09 03:11:14:769',5,5489,1063,6358,14228,-30183,28375,1,?,?
5798,'2024/12/09 03:11:14:788',5,5489,1063,6358,14228,-30183,28375,1,?,?
5799,'2024/12/09 03:11:14:807',5,5489,1063,6358,14228,-30183,28375,1,?,?
5800,'2024/12/09 03:11:14:825',5,5489,1063,6358,14228,-30183,28375,1,?,?
5801,'2024/12/09 03:11:14:842',5,12707,1024,5613,10733,-32622,26768,1,?,?
5802,'2024/12/09 03:11:14:862',5,12707,1024,5613,10733,-32622,26768,1,?,?
5803,'2024/12/09 03:11:14:879',5,12707,1024,5613,10733,-32622,26768,1,?,?
5804,'2024/12/09 03:11:14:896',5,17193,-785,-2162,10610,-28229,20610,1,?,?
5805,'2024/12/09 03:11:14:915',5,17193,-785,-2162,10610,-28229,20610,1,?,?
5806,'2024/12/09 03:11:14:934',5,17193,-785,-2162,10610,-28229,20610,1,?,?
5807,'2024/12/09 03:11:14:952',5,19127,-3347,-3195,7964,-20741,13825,1,?,?
5808,'2024/12/09 03:11:14:970',5,19127,-3347,-3195,7964,-20741,13825,1,?,?
5809,'2024/12/09 03:11:14:987',5,19127,-3347,-3195,7964,-20741,13825,1,?,?
5810,'2024/12/09 03:11:15:005',5,17563,-4198,-4082,6769,-13487,8128,1,?,?
5811,'2024/12/09 03:11:15:021',5,17563,-4198,-4082,6769,-13487,8128,1,?,?
5812,'2024/12/09 03:11:15:042',5,17563,-4198,-4082,6769,-13487,8128,1,?,?
5813,'2024/12/09 03:11:15:061',5,16638,-5652,-7395,9285,-12515,5236,1,?,?
5814,'2024/12/09 03:11:15:078',5,16638,-5652,-7395,9285,-12515,5236,1,?,?
5815,'2024/12/09 03:11:15:098',5,16324,-5881,-7894,7280,-3683,1510,1,?,?
5816,'2024/12/09 03:11:15:117',5,16324,-5881,-7894,7280,-3683,1510,1,?,?
5817,'2024/12/09 03:11:15:136',5,16324,-5881,-7894,7280,-3683,1510,1,?,?
5818,'2024/12/09 03:11:15:156',5,13818,-4749,-9348,5405,-2581,-265,1,?,?
5819,'2024/12/09 03:11:15:176',5,13818,-4749,-9348,5405,-2581,-265,1,?,?
5820,'2024/12/09 03:11:15:195',5,13818,-4749,-9348,5405,-2581,-265,1,?,?
5821,'2024/12/09 03:11:15:211',5,14134,-4249,-8185,2443,-3526,140,1,?,?
5822,'2024/12/09 03:11:15:231',5,14134,-4249,-8185,2443,-3526,140,1,?,?
5823,'2024/12/09 03:11:15:248',5,14134,-4249,-8185,2443,-3526,140,1,?,?
5824,'2024/12/09 03:11:15:266',5,14680,-4552,-6941,3521,-2141,-890,1,?,?
5825,'2024/12/09 03:11:15:286',5,14680,-4552,-6941,3521,-2141,-890,1,?,?
5826,'2024/12/09 03:11:15:303',5,14680,-4552,-6941,3521,-2141,-890,1,?,?
5827,'2024/12/09 03:11:15:322',5,13911,-4343,-8881,2360,-3265,-273,1,?,?
5828,'2024/12/09 03:11:15:340',5,13911,-4343,-8881,2360,-3265,-273,1,?,?
5829,'2024/12/09 03:11:15:358',5,13911,-4343,-8881,2360,-3265,-273,1,?,?
5830,'2024/12/09 03:11:15:376',5,13477,-4171,-9248,1430,-3545,501,1,?,?
5831,'2024/12/09 03:11:15:395',5,13477,-4171,-9248,1430,-3545,501,1,?,?
5832,'2024/12/09 03:11:15:411',5,13477,-4171,-9248,1430,-3545,501,1,?,?
5833,'2024/12/09 03:11:15:428',5,14281,-5018,-9101,226,-1807,99,1,?,?
5834,'2024/12/09 03:11:15:445',5,14281,-5018,-9101,226,-1807,99,1,?,?
5835,'2024/12/09 03:11:15:465',5,14281,-5018,-9101,226,-1807,99,1,?,?
5836,'2024/12/09 03:11:15:482',5,13638,-4906,-8286,-579,270,-781,1,?,?
5837,'2024/12/09 03:11:15:499',5,13638,-4906,-8286,-579,270,-781,1,?,?
5838,'2024/12/09 03:11:15:518',5,13638,-4906,-8286,-579,270,-781,1,?,?
5839,'2024/12/09 03:11:15:537',5,13415,-4611,-8251,-368,302,-348,1,?,?
5840,'2024/12/09 03:11:15:556',5,13415,-4611,-8251,-368,302,-348,1,?,?
5841,'2024/12/09 03:11:15:575',5,13415,-4611,-8251,-368,302,-348,1,?,?
5842,'2024/12/09 03:11:15:591',5,13679,-4723,-6881,-770,435,-120,1,?,?
5843,'2024/12/09 03:11:15:609',5,13679,-4723,-6881,-770,435,-120,1,?,?
5844,'2024/12/09 03:11:15:628',5,13679,-4723,-6881,-770,435,-120,1,?,?
5845,'2024/12/09 03:11:15:644',5,14463,-4619,-7724,-199,-626,-114,1,?,?
5846,'2024/12/09 03:11:15:661',5,14463,-4619,-7724,-199,-626,-114,1,?,?
5847,'2024/12/09 03:11:15:678',5,14463,-4619,-7724,-199,-626,-114,1,?,?
5848,'2024/12/09 03:11:15:698',5,13816,-4745,-7908,-171,-354,-351,1,?,?
5849,'2024/12/09 03:11:15:717',5,13816,-4745,-7908,-171,-354,-351,1,?,?
5850,'2024/12/09 03:11:15:736',5,13816,-4745,-7908,-171,-354,-351,1,?,?
5851,'2024/12/09 03:11:15:753',5,13821,-4959,-8753,-109,684,-915,1,?,?
5852,'2024/12/09 03:11:15:771',5,13821,-4959,-8753,-109,684,-915,1,?,?
5853,'2024/12/09 03:11:15:790',5,13821,-4959,-8753,-109,684,-915,1,?,?
5854,'2024/12/09 03:11:15:808',5,13611,-4456,-7531,-424,274,-841,1,?,?
5855,'2024/12/09 03:11:15:826',5,13611,-4456,-7531,-424,274,-841,1,?,?
5856,'2024/12/09 03:11:15:845',5,13611,-4456,-7531,-424,274,-841,1,?,?
5857,'2024/12/09 03:11:15:865',5,12979,-4693,-8692,-112,1572,-1070,1,?,?
5858,'2024/12/09 03:11:15:881',5,12979,-4693,-8692,-112,1572,-1070,1,?,?
5859,'2024/12/09 03:11:15:899',5,12979,-4693,-8692,-112,1572,-1070,1,?,?
5860,'2024/12/09 03:11:15:916',5,12917,-4641,-8199,-314,358,-527,1,?,?
5861,'2024/12/09 03:11:15:935',5,12917,-4641,-8199,-314,358,-527,1,?,?
5862,'2024/12/09 03:11:15:955',5,12917,-4641,-8199,-314,358,-527,1,?,?
5863,'2024/12/09 03:11:15:973',5,13241,-4620,-8315,9,1061,-673,1,?,?
5864,'2024/12/09 03:11:15:991',5,13241,-4620,-8315,9,1061,-673,1,?,?
5865,'2024/12/09 03:11:16:009',5,13241,-4620,-8315,9,1061,-673,1,?,?
5866,'2024/12/09 03:11:16:029',5,12936,-4525,-8341,96,1043,-516,1,?,?
5867,'2024/12/09 03:11:16:046',5,12936,-4525,-8341,96,1043,-516,1,?,?
5868,'2024/12/09 03:11:16:065',5,12936,-4525,-8341,96,1043,-516,1,?,?
5869,'2024/12/09 03:11:16:083',5,13151,-5024,-8948,14,1657,-433,1,?,?
5870,'2024/12/09 03:11:16:103',5,13151,-5024,-8948,14,1657,-433,1,?,?
5871,'2024/12/09 03:11:16:121',5,13151,-5024,-8948,14,1657,-433,1,?,?
5872,'2024/12/09 03:11:16:140',5,14816,-6936,-11274,852,5275,-1346,1,?,?
5873,'2024/12/09 03:11:16:157',5,14816,-6936,-11274,852,5275,-1346,1,?,?
5874,'2024/12/09 03:11:16:175',5,14816,-6936,-11274,852,5275,-1346,1,?,?
5875,'2024/12/09 03:11:16:190',5,18139,-9058,-18983,2805,29362,-9007,1,?,?
5876,'2024/12/09 03:11:16:209',5,18139,-9058,-18983,2805,29362,-9007,1,?,?
5877,'2024/12/09 03:11:16:226',5,18139,-9058,-18983,2805,29362,-9007,1,?,?
5878,'2024/12/09 03:11:16:242',5,19073,-8881,-20945,-7738,32766,-16051,1,?,?
5879,'2024/12/09 03:11:16:259',5,19073,-8881,-20945,-7738,32766,-16051,1,?,?
5880,'2024/12/09 03:11:16:279',5,19073,-8881,-20945,-7738,32766,-16051,1,?,?
5881,'2024/12/09 03:11:16:297',5,19073,-8881,-20945,-7738,32766,-16051,1,?,?
5882,'2024/12/09 03:11:16:315',5,13668,-9814,-12558,-30199,32766,-26064,1,?,?
5883,'2024/12/09 03:11:16:332',5,13668,-9814,-12558,-30199,32766,-26064,1,?,?
5884,'2024/12/09 03:11:16:352',5,7251,-8800,8396,-25545,32766,-25682,1,?,?
5885,'2024/12/09 03:11:16:369',5,7251,-8800,8396,-25545,32766,-25682,1,?,?
5886,'2024/12/09 03:11:16:387',5,7251,-8800,8396,-25545,32766,-25682,1,?,?
5887,'2024/12/09 03:11:16:405',5,5044,-5877,7361,-11038,32766,-27539,1,?,?
5888,'2024/12/09 03:11:16:423',5,5044,-5877,7361,-11038,32766,-27539,1,?,?
5889,'2024/12/09 03:11:16:441',5,5044,-5877,7361,-11038,32766,-27539,1,?,?
5890,'2024/12/09 03:11:16:460',5,-10473,-6261,12420,-7450,32766,-22767,1,?,?
5891,'2024/12/09 03:11:16:478',5,-10473,-6261,12420,-7450,32766,-22767,1,?,?
5892,'2024/12/09 03:11:16:497',5,-10473,-6261,12420,-7450,32766,-22767,1,?,?
5893,'2024/12/09 03:11:16:515',5,-16930,-4935,13805,6899,24820,-19091,1,?,?
5894,'2024/12/09 03:11:16:533',5,-16930,-4935,13805,6899,24820,-19091,1,?,?
5895,'2024/12/09 03:11:16:553',5,-16930,-4935,13805,6899,24820,-19091,1,?,?
5896,'2024/12/09 03:11:16:570',5,-17987,-2095,8317,9573,21214,-11655,1,?,?
5897,'2024/12/09 03:11:16:589',5,-17987,-2095,8317,9573,21214,-11655,1,?,?
5898,'2024/12/09 03:11:16:607',5,-17987,-2095,8317,9573,21214,-11655,1,?,?
5899,'2024/12/09 03:11:16:625',5,-16420,-2213,5265,4064,12505,-9294,1,?,?
5900,'2024/12/09 03:11:16:645',5,-16420,-2213,5265,4064,12505,-9294,1,?,?
5901,'2024/12/09 03:11:16:664',5,-16420,-2213,5265,4064,12505,-9294,1,?,?
5902,'2024/12/09 03:11:16:681',5,-14292,-2331,8431,6080,11839,-6160,1,?,?
5903,'2024/12/09 03:11:16:699',5,-14292,-2331,8431,6080,11839,-6160,1,?,?
5904,'2024/12/09 03:11:16:719',5,-14292,-2331,8431,6080,11839,-6160,1,?,?
5905,'2024/12/09 03:11:16:736',5,-14372,-1931,7809,1719,8574,-5060,1,?,?
5906,'2024/12/09 03:11:16:753',5,-14372,-1931,7809,1719,8574,-5060,1,?,?
5907,'2024/12/09 03:11:16:769',5,-14372,-1931,7809,1719,8574,-5060,1,?,?
5908,'2024/12/09 03:11:16:785',5,-14446,-2063,6945,2544,8463,-3185,1,?,?
5909,'2024/12/09 03:11:16:801',5,-14446,-2063,6945,2544,8463,-3185,1,?,?
5910,'2024/12/09 03:11:16:818',5,-14446,-2063,6945,2544,8463,-3185,1,?,?
5911,'2024/12/09 03:11:16:835',5,-14446,-2063,6945,2544,8463,-3185,1,?,?
5912,'2024/12/09 03:11:16:851',5,-15021,-1043,6090,2069,5775,-2825,1,?,?
5913,'2024/12/09 03:11:16:868',5,-15021,-1043,6090,2069,5775,-2825,1,?,?
5914,'2024/12/09 03:11:16:885',5,-15021,-1043,6090,2069,5775,-2825,1,?,?
5915,'2024/12/09 03:11:16:901',5,-15566,-956,5999,1054,4541,-3279,1,?,?
5916,'2024/12/09 03:11:16:918',5,-15566,-956,5999,1054,4541,-3279,1,?,?
5917,'2024/12/09 03:11:16:935',5,-15566,-956,5999,1054,4541,-3279,1,?,?
5918,'2024/12/09 03:11:16:951',5,-15203,-1372,7196,311,3971,-2179,1,?,?
5919,'2024/12/09 03:11:16:968',5,-15203,-1372,7196,311,3971,-2179,1,?,?
5920,'2024/12/09 03:11:16:985',5,-15203,-1372,7196,311,3971,-2179,1,?,?
5921,'2024/12/09 03:11:17:001',5,-14821,-746,7114,385,4289,-1099,1,?,?
5922,'2024/12/09 03:11:17:018',5,-14821,-746,7114,385,4289,-1099,1,?,?
5923,'2024/12/09 03:11:17:035',5,-14821,-746,7114,385,4289,-1099,1,?,?
5924,'2024/12/09 03:11:17:051',5,-14821,-746,7114,385,4289,-1099,1,?,?
5925,'2024/12/09 03:11:17:068',5,-14788,-930,4342,-498,3470,-2291,1,?,?
5926,'2024/12/09 03:11:17:086',5,-14788,-930,4342,-498,3470,-2291,1,?,?
5927,'2024/12/09 03:11:17:102',5,-14788,-930,4342,-498,3470,-2291,1,?,?
5928,'2024/12/09 03:11:17:118',5,-16328,-1547,7110,-667,2824,-1416,1,?,?
5929,'2024/12/09 03:11:17:135',5,-16328,-1547,7110,-667,2824,-1416,1,?,?
5930,'2024/12/09 03:11:17:151',5,-16328,-1547,7110,-667,2824,-1416,1,?,?
5931,'2024/12/09 03:11:17:168',5,-14736,-1244,5969,-153,2086,-1137,1,?,?
5932,'2024/12/09 03:11:17:185',5,-14736,-1244,5969,-153,2086,-1137,1,?,?
5933,'2024/12/09 03:11:17:201',5,-14736,-1244,5969,-153,2086,-1137,1,?,?
5934,'2024/12/09 03:11:17:217',5,-14736,-1244,5969,-153,2086,-1137,1,?,?
5935,'2024/12/09 03:11:17:233',5,-15171,-1248,6094,37,2105,-359,1,?,?
5936,'2024/12/09 03:11:17:250',5,-15171,-1248,6094,37,2105,-359,1,?,?
5937,'2024/12/09 03:11:17:266',5,-15171,-1248,6094,37,2105,-359,1,?,?
5938,'2024/12/09 03:11:17:282',5,-15505,-1380,4983,-626,1536,-746,1,?,?
5939,'2024/12/09 03:11:17:299',5,-15505,-1380,4983,-626,1536,-746,1,?,?
5940,'2024/12/09 03:11:17:315',5,-15505,-1380,4983,-626,1536,-746,1,?,?
5941,'2024/12/09 03:11:17:332',5,-14708,-1329,5715,-187,1048,-259,1,?,?
5942,'2024/12/09 03:11:17:348',5,-14708,-1329,5715,-187,1048,-259,1,?,?
5943,'2024/12/09 03:11:17:365',5,-14708,-1329,5715,-187,1048,-259,1,?,?
5944,'2024/12/09 03:11:17:382',5,-15263,-1449,6267,-264,668,-529,1,?,?
5945,'2024/12/09 03:11:17:398',5,-15263,-1449,6267,-264,668,-529,1,?,?
5946,'2024/12/09 03:11:17:415',5,-15263,-1449,6267,-264,668,-529,1,?,?
5947,'2024/12/09 03:11:17:432',5,-15263,-1449,6267,-264,668,-529,1,?,?
5948,'2024/12/09 03:11:17:448',5,-15284,-1652,6542,-749,-89,106,1,?,?
5949,'2024/12/09 03:11:17:465',5,-15284,-1652,6542,-749,-89,106,1,?,?
5950,'2024/12/09 03:11:17:482',5,-15284,-1652,6542,-749,-89,106,1,?,?
5951,'2024/12/09 03:11:17:499',5,-16722,-1787,5529,-505,-1591,1203,1,?,?
5952,'2024/12/09 03:11:17:515',5,-16722,-1787,5529,-505,-1591,1203,1,?,?
5953,'2024/12/09 03:11:17:532',5,-16722,-1787,5529,-505,-1591,1203,1,?,?
5954,'2024/12/09 03:11:17:549',5,-14386,-1006,5817,115,-1274,1703,1,?,?
5955,'2024/12/09 03:11:17:565',5,-14386,-1006,5817,115,-1274,1703,1,?,?
5956,'2024/12/09 03:11:17:582',5,-14386,-1006,5817,115,-1274,1703,1,?,?
5957,'2024/12/09 03:11:17:599',5,-15858,-1619,7255,-43,-6191,2066,1,?,?
5958,'2024/12/09 03:11:17:616',5,-15858,-1619,7255,-43,-6191,2066,1,?,?
5959,'2024/12/09 03:11:17:632',5,-15858,-1619,7255,-43,-6191,2066,1,?,?
5960,'2024/12/09 03:11:17:649',5,-15858,-1619,7255,-43,-6191,2066,1,?,?
5961,'2024/12/09 03:11:17:666',5,-19767,-2137,10988,3195,-21146,7316,1,?,?
5962,'2024/12/09 03:11:17:682',5,-19767,-2137,10988,3195,-21146,7316,1,?,?
5963,'2024/12/09 03:11:17:699',5,-19767,-2137,10988,3195,-21146,7316,1,?,?
5964,'2024/12/09 03:11:17:716',5,-13972,-3338,9758,10373,-21044,11133,1,?,?
5965,'2024/12/09 03:11:17:732',5,-13972,-3338,9758,10373,-21044,11133,1,?,?
5966,'2024/12/09 03:11:17:749',5,-13972,-3338,9758,10373,-21044,11133,1,?,?
5967,'2024/12/09 03:11:17:766',5,-13972,-3338,9758,10373,-21044,11133,1,?,?
5968,'2024/12/09 03:11:17:782',5,-18386,-1334,11757,15062,-32766,17442,1,?,?
5969,'2024/12/09 03:11:17:799',5,-18386,-1334,11757,15062,-32766,17442,1,?,?
5970,'2024/12/09 03:11:17:816',5,-18386,-1334,11757,15062,-32766,17442,1,?,?
5971,'2024/12/09 03:11:17:832',5,-10693,774,8923,14815,-32766,27542,1,?,?
5972,'2024/12/09 03:11:17:849',5,-10693,774,8923,14815,-32766,27542,1,?,?
5973,'2024/12/09 03:11:17:866',5,-10693,774,8923,14815,-32766,27542,1,?,?
5974,'2024/12/09 03:11:17:882',5,3205,3511,6416,11055,-32766,28706,1,?,?
5975,'2024/12/09 03:11:17:899',5,3205,3511,6416,11055,-32766,28706,1,?,?
5976,'2024/12/09 03:11:17:915',5,3205,3511,6416,11055,-32766,28706,1,?,?
5977,'2024/12/09 03:11:17:932',5,7785,3379,9277,9630,-27640,27255,1,?,?
5978,'2024/12/09 03:11:17:949',5,7785,3379,9277,9630,-27640,27255,1,?,?
5979,'2024/12/09 03:11:17:965',5,7785,3379,9277,9630,-27640,27255,1,?,?
5980,'2024/12/09 03:11:17:982',5,14728,3213,2127,9391,-25558,24450,1,?,?
5981,'2024/12/09 03:11:17:999',5,14728,3213,2127,9391,-25558,24450,1,?,?
5982,'2024/12/09 03:11:18:015',5,14728,3213,2127,9391,-25558,24450,1,?,?
5983,'2024/12/09 03:11:18:032',5,14728,3213,2127,9391,-25558,24450,1,?,?
5984,'2024/12/09 03:11:18:049',5,18792,661,2685,9411,-22094,17804,1,?,?
5985,'2024/12/09 03:11:18:065',5,18792,661,2685,9411,-22094,17804,1,?,?
5986,'2024/12/09 03:11:18:082',5,18792,661,2685,9411,-22094,17804,1,?,?
5987,'2024/12/09 03:11:18:099',5,19959,-958,-3652,8562,-13856,11487,1,?,?
5988,'2024/12/09 03:11:18:115',5,19959,-958,-3652,8562,-13856,11487,1,?,?
5989,'2024/12/09 03:11:18:132',5,19959,-958,-3652,8562,-13856,11487,1,?,?
5990,'2024/12/09 03:11:18:149',5,18395,-2024,-2638,7769,-9786,5815,1,?,?
5991,'2024/12/09 03:11:18:166',5,18395,-2024,-2638,7769,-9786,5815,1,?,?
5992,'2024/12/09 03:11:18:182',5,18395,-2024,-2638,7769,-9786,5815,1,?,?
5993,'2024/12/09 03:11:18:199',5,18395,-2024,-2638,7769,-9786,5815,1,?,?
5994,'2024/12/09 03:11:18:216',5,17296,-2050,-3785,7242,-7854,4843,1,?,?
5995,'2024/12/09 03:11:18:232',5,17296,-2050,-3785,7242,-7854,4843,1,?,?
5996,'2024/12/09 03:11:18:249',5,17296,-2050,-3785,7242,-7854,4843,1,?,?
5997,'2024/12/09 03:11:18:265',5,15902,-2499,-5594,7587,-7289,2417,1,?,?
5998,'2024/12/09 03:11:18:282',5,15902,-2499,-5594,7587,-7289,2417,1,?,?
5999,'2024/12/09 03:11:18:299',5,15902,-2499,-5594,7587,-7289,2417,1,?,?
6000,'2024/12/09 03:11:18:315',5,15389,-2827,-6544,5543,-8247,2063,1,?,?
6001,'2024/12/09 03:11:18:332',5,15389,-2827,-6544,5543,-8247,2063,1,?,?
6002,'2024/12/09 03:11:18:348',5,15389,-2827,-6544,5543,-8247,2063,1,?,?
6003,'2024/12/09 03:11:18:365',5,16351,-3286,-8826,4709,-3018,405,1,?,?
6004,'2024/12/09 03:11:18:382',5,16351,-3286,-8826,4709,-3018,405,1,?,?
6005,'2024/12/09 03:11:18:399',5,16351,-3286,-8826,4709,-3018,405,1,?,?
6006,'2024/12/09 03:11:18:415',5,16351,-3286,-8826,4709,-3018,405,1,?,?
6007,'2024/12/09 03:11:18:432',5,15012,-3001,-7919,2348,-3829,-490,1,?,?
6008,'2024/12/09 03:11:18:448',5,15012,-3001,-7919,2348,-3829,-490,1,?,?
6009,'2024/12/09 03:11:18:465',5,15012,-3001,-7919,2348,-3829,-490,1,?,?
6010,'2024/12/09 03:11:18:482',5,14790,-3200,-8699,2038,-418,-1056,1,?,?
6011,'2024/12/09 03:11:18:499',5,14790,-3200,-8699,2038,-418,-1056,1,?,?
6012,'2024/12/09 03:11:18:515',5,14790,-3200,-8699,2038,-418,-1056,1,?,?
6013,'2024/12/09 03:11:18:532',5,14012,-2937,-7230,836,-1905,-439,1,?,?
6014,'2024/12/09 03:11:18:549',5,14012,-2937,-7230,836,-1905,-439,1,?,?
6015,'2024/12/09 03:11:18:565',5,14012,-2937,-7230,836,-1905,-439,1,?,?
6016,'2024/12/09 03:11:18:582',5,14271,-3609,-7597,1546,-1609,-627,1,?,?
6017,'2024/12/09 03:11:18:599',5,14271,-3609,-7597,1546,-1609,-627,1,?,?
6018,'2024/12/09 03:11:18:615',5,14271,-3609,-7597,1546,-1609,-627,1,?,?
6019,'2024/12/09 03:11:18:632',5,13037,-2915,-8502,414,51,-601,1,?,?
6020,'2024/12/09 03:11:18:649',5,13037,-2915,-8502,414,51,-601,1,?,?
6021,'2024/12/09 03:11:18:665',5,13037,-2915,-8502,414,51,-601,1,?,?
6022,'2024/12/09 03:11:18:682',5,13037,-2915,-8502,414,51,-601,1,?,?
6023,'2024/12/09 03:11:18:699',5,13889,-3359,-7827,218,165,-166,1,?,?
6024,'2024/12/09 03:11:18:715',5,13889,-3359,-7827,218,165,-166,1,?,?
6025,'2024/12/09 03:11:18:732',5,13889,-3359,-7827,218,165,-166,1,?,?
6026,'2024/12/09 03:11:18:749',5,13891,-3326,-7583,-156,-244,87,1,?,?
6027,'2024/12/09 03:11:18:764',5,13891,-3326,-7583,-156,-244,87,1,?,?
6028,'2024/12/09 03:11:18:781',5,13891,-3326,-7583,-156,-244,87,1,?,?
6029,'2024/12/09 03:11:18:798',5,14223,-3483,-8652,-15,-20,224,1,?,?
6030,'2024/12/09 03:11:18:815',5,14223,-3483,-8652,-15,-20,224,1,?,?
6031,'2024/12/09 03:11:18:831',5,14223,-3483,-8652,-15,-20,224,1,?,?
6032,'2024/12/09 03:11:18:848',5,14251,-3485,-8467,-1060,440,15,1,?,?
6033,'2024/12/09 03:11:18:865',5,14251,-3485,-8467,-1060,440,15,1,?,?
6034,'2024/12/09 03:11:18:882',5,14251,-3485,-8467,-1060,440,15,1,?,?
6035,'2024/12/09 03:11:18:898',5,14251,-3485,-8467,-1060,440,15,1,?,?
6036,'2024/12/09 03:11:18:915',5,13983,-3341,-7887,-689,1733,-758,1,?,?
6037,'2024/12/09 03:11:18:931',5,13983,-3341,-7887,-689,1733,-758,1,?,?
6038,'2024/12/09 03:11:18:948',5,13983,-3341,-7887,-689,1733,-758,1,?,?
6039,'2024/12/09 03:11:18:965',5,13765,-3216,-8228,-1182,1009,158,1,?,?
6040,'2024/12/09 03:11:18:981',5,13765,-3216,-8228,-1182,1009,158,1,?,?
6041,'2024/12/09 03:11:18:998',5,13765,-3216,-8228,-1182,1009,158,1,?,?
6042,'2024/12/09 03:11:19:015',5,13912,-3660,-8540,-1164,2159,66,1,?,?
6043,'2024/12/09 03:11:19:032',5,13912,-3660,-8540,-1164,2159,66,1,?,?
6044,'2024/12/09 03:11:19:048',5,13912,-3660,-8540,-1164,2159,66,1,?,?
6045,'2024/12/09 03:11:43:276',6,-961,-400,16361,-1120,1524,-125,?,1,?
6046,'2024/12/09 03:11:43:295',6,-1145,-422,16981,-1255,1371,-464,?,1,?
6047,'2024/12/09 03:11:43:314',6,-1145,-422,16981,-1255,1371,-464,?,1,?
6048,'2024/12/09 03:11:43:335',6,-1145,-422,16981,-1255,1371,-464,?,1,?
6049,'2024/12/09 03:11:43:353',6,-1258,-188,16666,-1560,1557,-301,?,1,?
6050,'2024/12/09 03:11:43:373',6,-1258,-188,16666,-1560,1557,-301,?,1,?
6051,'2024/12/09 03:11:43:390',6,-1258,-188,16666,-1560,1557,-301,?,1,?
6052,'2024/12/09 03:11:43:408',6,-1094,-47,16765,-3218,2085,-675,?,1,?
6053,'2024/12/09 03:11:43:424',6,-1094,-47,16765,-3218,2085,-675,?,1,?
6054,'2024/12/09 03:11:43:443',6,-1094,-47,16765,-3218,2085,-675,?,1,?
6055,'2024/12/09 03:11:43:461',6,-1716,807,15677,-5069,1475,-728,?,1,?
6056,'2024/12/09 03:11:43:478',6,-1716,807,15677,-5069,1475,-728,?,1,?
